FacilityID,Name,Address,City,State,ZIP,County,Type,Ownership,Emergency,EHR,Geo
104074,PARK ROYAL HOSPITAL,9241 PARK ROYAL DR,FORT MYERS,FL,33908,LEE,Psychiatric,Proprietary,FALSE,,"9241 PARK ROYAL DR FORT MYERS, FL 33908 (26.51088, -81.909271)"
70018,GREENWICH HOSPITAL ASSOCIATION -,5 PERRYRIDGE RD,GREENWICH,CT,6830,FAIRFIELD,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"5 PERRYRIDGE RD GREENWICH, CT 06830 (41.034395, -73.629632)"
454103,KINGWOOD PINES HOSPITAL,2001 LADBROOK,KINGWOOD,TX,77339,HARRIS,Psychiatric,Proprietary,FALSE,,"2001 LADBROOK KINGWOOD, TX 77339 (30.04461, -95.22854)"
234025,CARO CENTER,"2000 CHAMBERS, BOX A",CARO,MI,48723,TUSCOLA,Psychiatric,Government - State,TRUE,,"2000 CHAMBERS, BOX A CARO, MI 48723"
161318,VETERANS MEMORIAL HOSPITAL,40 1ST STREET SE,WAUKON,IA,52172,ALLAMAKEE,Critical Access Hospitals,Government - Local,TRUE,TRUE,"40 1ST STREET SE WAUKON, IA 52172 (43.268092, -91.474446)"
143301,LARABIDA CHILDRENS HOSPITAL I,E 65TH ST AT LAKE MICHIGAN,CHICAGO,IL,60649,COOK,Childrens,Voluntary non-profit - Private,FALSE,,"E 65TH ST AT LAKE MICHIGAN CHICAGO, IL 60649"
281309,SYRACUSE AREA HEALTH,2731 HEALTHCARE DR,SYRACUSE,NE,68446,OTOE,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"2731 HEALTHCARE DR SYRACUSE, NE 68446"
400011,HOSPITAL ORIENTE,300 FONT MARTELLO STREET,HUMACAO,PR,792,HUMACAO,Acute Care Hospitals,Proprietary,TRUE,TRUE,"300 FONT MARTELLO STREET HUMACAO, PR 00792"
464014,PROVO CANYON BEHAVIORAL HOSPITAL,1350 EAST 750 NORTH,OREM,UT,84097,UTAH,Psychiatric,Proprietary,FALSE,,"1350 EAST 750 NORTH OREM, UT 84097 (40.311262, -111.663668)"
334054,MANHATTAN PSYCHIATRIC CENTER,WARD'S ISLAND,NEW YORK,NY,10035,NEW YORK,Psychiatric,Government - State,FALSE,,"WARD'S ISLAND NEW YORK, NY 10035"
530034,SUMMIT MEDICAL CENTER,6350 E 2ND STREET,CASPER,WY,82609,NATRONA,Acute Care Hospitals,Physician,FALSE,,"6350 E 2ND STREET CASPER, WY 82609 (42.840846, -106.231796)"
51323,COLORADO RIVER MEDICAL CENTER,1401 BAILEY AVE,NEEDLES,CA,92363,SAN BERNARDINO,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1401 BAILEY AVE NEEDLES, CA 92363 (34.832836, -114.618317)"
371342,MCCURTAIN MEMORIAL HOSPITAL,1301 LINCOLN ROAD,IDABEL,OK,74745,MCCURTAIN,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,"1301 LINCOLN ROAD IDABEL, OK 74745"
264024,LAKELAND BEHAVIORAL HEALTH SYSTEM,440 S MARKET,SPRINGFIELD,MO,65806,GREENE,Psychiatric,Proprietary,TRUE,,"440 S MARKET SPRINGFIELD, MO 65806 (37.205988, -93.29556)"
340156,CHEROKEE INDIAN HOSPITAL AUTHORITY,CALLER BOX C268,CHEROKEE,NC,28719,SWAIN,Acute Care Hospitals,Government - Federal,TRUE,,"CALLER BOX C268 CHEROKEE, NC 28719"
30074,SELLS HOSPITAL,"HIGHWAY 86, AT TOPAWA ROAD",SELLS,AZ,85634,PIMA,Acute Care Hospitals,Tribal,TRUE,,"HIGHWAY 86, AT TOPAWA ROAD SELLS, AZ 85634"
454122,OCEANS BEHAVIORAL HOSPITAL OF ABILENE,6401 DIRECTORS PARKWAY,ABILENE,TX,79606,TAYLOR,Psychiatric,Proprietary,FALSE,,"6401 DIRECTORS PARKWAY ABILENE, TX 79606 (32.371613, -99.745009)"
431331,AVERA DELLS AREA HOSPITAL  - CAH,909 N IOWA AVE,DELL RAPIDS,SD,57022,MINNEHAHA,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"909 N IOWA AVE DELL RAPIDS, SD 57022 (43.828588, -96.715344)"
474001,BRATTLEBORO RETREAT,ANNA MARSH LANE PO BOX 803,BRATTLEBORO,VT,5301,WINDHAM,Psychiatric,Voluntary non-profit - Private,TRUE,,"ANNA MARSH LANE PO BOX 803 BRATTLEBORO, VT 05301"
10051,GREENE COUNTY HOSPITAL,509 WILSON AVENUE,EUTAW,AL,35462,GREENE,Acute Care Hospitals,Government - Local,TRUE,,"509 WILSON AVENUE EUTAW, AL 35462 (32.844744, -87.889307)"
171312,COMANCHE COUNTY HOSPITAL,2ND & FRISCO STREET,COLDWATER,KS,67029,COMANCHE,Critical Access Hospitals,Government - Local,TRUE,TRUE,"2ND & FRISCO STREET COLDWATER, KS 67029"
454113,SUNDANCE HOSPITAL,7000 US HIGHWAY 287,ARLINGTON,TX,76001,TARRANT,Psychiatric,Proprietary,FALSE,,"7000 US HIGHWAY 287 ARLINGTON, TX 76001 (32.630784, -97.175396)"
424011,PATRICK B HARRIS PSYCHIATRIC HOSPITAL,130 HIGHWAY 252,ANDERSON,SC,29622,ANDERSON,Psychiatric,Government - State,FALSE,,"130 HIGHWAY 252 ANDERSON, SC 29622 (34.479407, -82.568256)"
144039,GARFIELD PARK HOSPITAL,520 N RIDGEWAY AVE,CHICAGO,IL,60624,COOK,Psychiatric,Proprietary,FALSE,,"520 N RIDGEWAY AVE CHICAGO, IL 60624 (41.890512, -87.719833)"
640001,LBJ TROPICAL MEDICAL CENTER,FAGAALU VILLAGE,PAGO PAGO,AS,96799,EASTERN DISTRICT,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,"FAGAALU VILLAGE PAGO PAGO, AS 96799"
404004,FIRST HOSPITAL PANAMERICANO,STATE ROAD 787 KM 1  5,CIDRA,PR,739,CIDRA,Psychiatric,Proprietary,FALSE,,"STATE ROAD 787 KM 1 5 CIDRA, PR 00739"
454139,SUN BEHAVIORAL HOUSTON,7601 FANNIN STREET,HOUSTON,TX,77054,HARRIS,Psychiatric,Proprietary,TRUE,,"7601 FANNIN STREET HOUSTON, TX 77054 (29.692093, -95.40184)"
21309,KANAKANAK HOSPITAL,P O BOX 130,DILLINGHAM,AK,99576,DILLINGHAM,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,"P O BOX 130 DILLINGHAM, AK 99576"
430089,DUNES SURGICAL HOSPITAL,600 N SIOUX POINT ROAD,DAKOTA DUNES,SD,57049,UNION,Acute Care Hospitals,Proprietary,FALSE,,"600 N SIOUX POINT ROAD DAKOTA DUNES, SD 57049 (42.504753, -96.496816)"
400131,CARIBBEAN MEDICAL CENTER,151 AVE OSVALDO MOLINA,FAJARDO,PR,738,FAJARDO,Acute Care Hospitals,Proprietary,TRUE,,"151 AVE OSVALDO MOLINA FAJARDO, PR 00738"
334026,BRUNSWICK PSYCH CENTER,366 BROADWAY,AMITYVILLE,NY,11701,SUFFOLK,Psychiatric,Proprietary,FALSE,,"366 BROADWAY AMITYVILLE, NY 11701 (40.684765, -73.418446)"
451329,RANKIN HOSPITAL MEDICAL CLINIC,1611 SPUR 576,RANKIN,TX,79778,UPTON,Critical Access Hospitals,Government - Hospital District or Authority,FALSE,TRUE,"1611 SPUR 576 RANKIN, TX 79778"
270003,ST PETERS HOSPITAL,2475 BROADWAY,HELENA,MT,59601,LEWIS AND CLARK,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"2475 BROADWAY HELENA, MT 59601"
450797,US PAIN & SPINE HOSPITAL,5445 LABRANCH STREET,HOUSTON,TX,77004,HARRIS,Acute Care Hospitals,Proprietary,TRUE,,"5445 LABRANCH STREET HOUSTON, TX 77004"
194094,PHYSICIANS BEHAVIORAL HOSPITAL,2025 DESOTO ST,SHREVEPORT,LA,71103,CADDO,Psychiatric,Proprietary,FALSE,,"2025 DESOTO ST SHREVEPORT, LA 71103 (32.472758, -93.771086)"
474004,VERMONT PSYCHIATRIC CARE HOSPITAL,350 FISHER ROAD,BERLIN,VT,5602,WASHINGTON,Psychiatric,Government - State,FALSE,,"350 FISHER ROAD BERLIN, VT 05602 (44.222213, -72.565305)"
400117,HOSPITAL DR SUSONI INC,55 PALM ST,ARECIBO,PR,614,ARECIBO,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"55 PALM ST ARECIBO, PR 00614"
254010,MS STATE HOSPITAL-WHITFIELD,3550 HIGHWAY 468 WEST,WHITFIELD,MS,39193,RANKIN,Psychiatric,Government - Local,TRUE,,"3550 HIGHWAY 468 WEST WHITFIELD, MS 39193"
250134,WHITFIELD MEDICAL SURGICAL HOSPITAL,"3550 HWY 468 W, BLDG 60",WHITFIELD,MS,39193,RANKIN,Acute Care Hospitals,Government - State,FALSE,,"3550 HWY 468 W, BLDG 60 WHITFIELD, MS 39193"
154058,DOCTORS NEUROPSYCHIATRIC HOSPITAL,417 S WHITLOCK ST,BREMEN,IN,46506,MARSHALL,Psychiatric,Proprietary,FALSE,,"417 S WHITLOCK ST BREMEN, IN 46506 (41.4436, -86.149957)"
524041,WILLOW CREEK BEHAVIORAL HEALTH,1351 ONTARIO RD,GREEN BAY,WI,54311,BROWN,Psychiatric,Proprietary,FALSE,,"1351 ONTARIO RD GREEN BAY, WI 54311 (44.475809, -87.927735)"
114036,GREENLEAF CENTER,2209 PINEVIEW DRIVE,VALDOSTA,GA,31602,LOWNDES,Psychiatric,Proprietary,FALSE,,"2209 PINEVIEW DRIVE VALDOSTA, GA 31602 (30.859492, -83.259846)"
400133,HIMA SAN PABLO CUPEY,CARR 844 KM 5 CUPEY BAJO,SAN JUAN,PR,928,SAN JUAN,Acute Care Hospitals,Proprietary,TRUE,,"CARR 844 KM 5 CUPEY BAJO SAN JUAN, PR 00928"
404005,SAN JUAN CAPESTRANO  HOSPITAL INC,CARR 877 KM 1 6 CAMINO LAS LOMAS RR2,RIO PIEDRAS,PR,928,SAN JUAN,Psychiatric,Proprietary,FALSE,,"CARR 877 KM 1 6 CAMINO LAS LOMAS RR2 RIO PIEDRAS, PR 00928"
214018,SPRING GROVE HOSPITAL CENTER,WADE AVENUE,CATONSVILLE,MD,21228,BALTIMORE,Psychiatric,Government - State,FALSE,,"WADE AVENUE CATONSVILLE, MD 21228"
521311,ASCENSION OUR LADY OF VICTORY HOSPITAL,1120 PINE ST,STANLEY,WI,54768,CHIPPEWA,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,,"1120 PINE ST STANLEY, WI 54768 (44.955311, -90.920564)"
670103,MEDICAL CITY ALLIANCE,3101 NORTH TARRANT PARKWAY,FORT WORTH,TX,76177,TARRANT,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"3101 NORTH TARRANT PARKWAY FORT WORTH, TX 76177 (32.898527, -97.313814)"
110209,TURNING POINT HOSPITAL,3015 VETERANS PARKWAY,MOULTRIE,GA,31788,COLQUITT,Acute Care Hospitals,Proprietary,FALSE,,"3015 VETERANS PARKWAY MOULTRIE, GA 31788 (31.129247, -83.77355)"
390321,SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH,1503 CEDAR CREST BOULEVARD,ALLENTOWN,PA,18104,LEHIGH,Acute Care Hospitals,Physician,FALSE,,"1503 CEDAR CREST BOULEVARD ALLENTOWN, PA 18104 (40.61219, -75.53275)"
180049,BAPTIST HEALTH RICHMOND,801 EASTERN BYPASS,RICHMOND,KY,40475,MADISON,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,"801 EASTERN BYPASS RICHMOND, KY 40475 (37.73176, -84.293078)"
453311,SHRINERS HOSPITALS FOR CHILDREN,815 MARKET STREET,GALVESTON,TX,77550,GALVESTON,Childrens,Voluntary non-profit - Private,FALSE,,"815 MARKET STREET GALVESTON, TX 77550 (29.309747, -94.777187)"
431323,REGIONAL HEALTH CUSTER HOSPITAL,1220 MONTGOMERY STREET,CUSTER,SD,57730,CUSTER,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1220 MONTGOMERY STREET CUSTER, SD 57730 (43.772816, -103.591173)"
344029,"GOOD HOPE HOSPITAL, INC",410 DENIM DRIVE,ERWIN,NC,28339,HARNETT,Psychiatric,Voluntary non-profit - Private,FALSE,,"410 DENIM DRIVE ERWIN, NC 28339 (35.326962, -78.669669)"
141348,RED BUD REGIONAL HOSPITAL,325 SPRING STREET,RED BUD,IL,62278,RANDOLPH,Critical Access Hospitals,Proprietary,TRUE,TRUE,"325 SPRING STREET RED BUD, IL 62278 (38.209605, -89.996408)"
250099,GREENWOOD LEFLORE HOSPITAL,1401 RIVER RD,GREENWOOD,MS,38935,LEFLORE,Acute Care Hospitals,Government - Local,TRUE,TRUE,"1401 RIVER RD GREENWOOD, MS 38935 (33.518254, -90.200189)"
471302,MT ASCUTNEY HOSPITAL,289 COUNTY ROAD,WINDSOR,VT,5089,WINDSOR,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"289 COUNTY ROAD WINDSOR, VT 05089 (43.487522, -72.40091)"
330055,NEW YORK-PRESBYTERIAN/QUEENS,56-45 MAIN STREET,FLUSHING,NY,11355,QUEENS,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"56-45 MAIN STREET FLUSHING, NY 11355"
210064,LEVINDALE HEBREW GERIATRIC CENTER AND HOSPITAL,2434 WEST BELVEDERE AVENUE,BALTIMORE,MD,21209,BALTIMORE CITY,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,"2434 WEST BELVEDERE AVENUE BALTIMORE, MD 21209 (39.353266, -76.665024)"
110105,COLQUITT REGIONAL MEDICAL CENTER,3131 THOMASVILLE HWY BOX 40,MOULTRIE,GA,31768,COLQUITT,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"3131 THOMASVILLE HWY BOX 40 MOULTRIE, GA 31768 (31.126747, -83.782918)"
50327,LOMA LINDA UNIVERSITY MEDICAL CENTER,11234 ANDERSON ST,LOMA LINDA,CA,92354,SAN BERNARDINO,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"11234 ANDERSON ST LOMA LINDA, CA 92354 (34.049482, -117.261122)"
210023,ANNE ARUNDEL MEDICAL CENTER,2001 MEDICAL PARKWAY,ANNAPOLIS,MD,21401,ANNE ARUNDEL,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"2001 MEDICAL PARKWAY ANNAPOLIS, MD 21401 (38.991115, -76.536058)"
170122,"ASCENSION VIA CHRISTI HOSPITALS WICHITA, INC.",929 NORTH ST FRANCIS STREET,WICHITA,KS,67214,SEDGWICK,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,"929 NORTH ST FRANCIS STREET WICHITA, KS 67214 (37.700627, -97.331694)"
220019,HARRINGTON MEMORIAL HOSPITAL-1,100 SOUTH STREET,SOUTHBRIDGE,MA,1550,WORCESTER,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"100 SOUTH STREET SOUTHBRIDGE, MA 01550 (42.077182, -72.042065)"
60107,NATIONAL JEWISH HEALTH,1400 JACKSON ST,DENVER,CO,80206,DENVER,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,"1400 JACKSON ST DENVER, CO 80206 (39.740019, -104.942892)"
271309,PRAIRIE COMMUNITY HOSPITAL,312 S ADAMS,TERRY,MT,59349,PRAIRIE,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"312 S ADAMS TERRY, MT 59349 (46.791506, -105.315997)"
670080,SETON MEDICAL CENTER HARKER HEIGHTS,850 W CENTRAL TEXAS EXPRESSWAY,HARKER HEIGHTS,TX,76548,BELL,Acute Care Hospitals,Proprietary,TRUE,TRUE,"850 W CENTRAL TEXAS EXPRESSWAY HARKER HEIGHTS, TX 76548 (31.074292, -97.683707)"
250163,PATIENTS CHOICE MEDICAL CENTER,347 MAGNOLIA DRIVE,RALEIGH,MS,39153,SMITH,Acute Care Hospitals,Proprietary,FALSE,,"347 MAGNOLIA DRIVE RALEIGH, MS 39153 (32.000998, -89.520667)"
170017,SUSAN B ALLEN MEMORIAL HOSPITAL,720 W CENTRAL ST,EL DORADO,KS,67042,BUTLER,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"720 W CENTRAL ST EL DORADO, KS 67042 (37.817438, -96.858795)"
50609,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHE,3440 E LA PALMA AVE,ANAHEIM,CA,92806,ORANGE,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"3440 E LA PALMA AVE ANAHEIM, CA 92806 (33.854441, -117.84411)"
50132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,LOS ANGELES,Acute Care Hospitals,Proprietary,TRUE,TRUE,"438 W LAS TUNAS DRIVE SAN GABRIEL, CA 91776 (34.102461, -118.105572)"
224032,WORCESTER RECOVERY CENTER AND HOSPITAL,309 BELMONT STREET,WORCESTER,MA,1604,WORCESTER,Psychiatric,Government - State,FALSE,,"309 BELMONT STREET WORCESTER, MA 01604 (42.273985, -71.762596)"
451363,JACKSON HEALTHCARE CENTER,1013 S WELLS,EDNA,TX,77957,JACKSON,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"1013 S WELLS EDNA, TX 77957 (28.969388, -96.634839)"
344023,JULIAN F KEITH ALCOHOL & DRUG ABUSE TX,201 TABERNACLE ROAD,BLACK MOUNTAIN,NC,28711,BUNCOMBE,Psychiatric,Government - State,FALSE,,"201 TABERNACLE ROAD BLACK MOUNTAIN, NC 28711 (35.61144, -82.350177)"
340141,NEW HANOVER REGIONAL MEDICAL CENTER,2131 S 17TH ST BOX 9000,WILMINGTON,NC,28402,NEW HANOVER,Acute Care Hospitals,Government - Local,TRUE,TRUE,"2131 S 17TH ST BOX 9000 WILMINGTON, NC 28402 (34.206183, -77.924182)"
344031,STRATEGIC BEHAVIORAL CENTER-CHARLOTTE,1715 SHARON ROAD WEST,CHARLOTTE,NC,28210,MECKLENBURG,Psychiatric,Proprietary,FALSE,,"1715 SHARON ROAD WEST CHARLOTTE, NC 28210 (35.11773, -80.874183)"
451337,W J MANGOLD MEMORIAL HOSPITAL,320 NORTH MAIN,LOCKNEY,TX,79241,FLOYD,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,,"320 NORTH MAIN LOCKNEY, TX 79241 (34.126621, -101.441788)"
510055,CABELL HUNTINGTON HOSPITAL INC,1340 HAL GREER BOULEVARD,HUNTINGTON,WV,25701,CABELL,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1340 HAL GREER BOULEVARD HUNTINGTON, WV 25701 (38.410022, -82.428411)"
264031,OSAGE BEACH CENTER FOR COGNITIVE DISORDERS,840 PASSOVER ROAD,OSAGE BEACH,MO,65065,CAMDEN,Psychiatric,Proprietary,FALSE,,"840 PASSOVER ROAD OSAGE BEACH, MO 65065 (38.134877, -92.630156)"
281344,CHERRY COUNTY HOSPITAL,"P O BOX 410, 510 NORTH GREEN ST",VALENTINE,NE,69201,CHERRY,Critical Access Hospitals,Government - Local,TRUE,,"P O BOX 410, 510 NORTH GREEN ST VALENTINE, NE 69201"
490033,WARREN MEMORIAL HOSPITAL,1000 NORTH SHENANDOAH AVE,FRONT ROYAL,VA,22630,WARREN,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"1000 NORTH SHENANDOAH AVE FRONT ROYAL, VA 22630 (38.930415, -78.19893)"
510022,CHARLESTON AREA MEDICAL CENTER,501 MORRIS STREET,CHARLESTON,WV,25301,KANAWHA,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"501 MORRIS STREET CHARLESTON, WV 25301 (38.34712, -81.626183)"
300017,PARKLAND MEDICAL CENTER,1 PARKLAND DRIVE,DERRY,NH,3038,ROCKINGHAM,Acute Care Hospitals,Proprietary,TRUE,TRUE,"1 PARKLAND DRIVE DERRY, NH 03038 (42.875825, -71.317578)"
450358,HOUSTON METHODIST HOSPITAL,6565 FANNIN,HOUSTON,TX,77030,HARRIS,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"6565 FANNIN HOUSTON, TX 77030 (29.710567, -95.400118)"
130014,WEST VALLEY MEDICAL CENTER,1717 ARLINGTON STREET,CALDWELL,ID,83605,CANYON,Acute Care Hospitals,Proprietary,TRUE,TRUE,"1717 ARLINGTON STREET CALDWELL, ID 83605 (43.65422, -116.69564)"
100048,JAY HOSPITAL,14114 ALABAMA ST,JAY,FL,32565,SANTA ROSA,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"14114 ALABAMA ST JAY, FL 32565 (30.95004, -87.151666)"
431301,FAULKTON AREA MEDICAL CENTER,1300 OAK STREET  POST OFFICE BOX 100,FAULKTON,SD,57438,FAULK,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1300 OAK STREET POST OFFICE BOX 100 FAULKTON, SD 57438 (45.029999, -99.13157)"
100057,ADVENTHEALTH WATERMAN,1000 WATERMAN WAY,TAVARES,FL,32778,LAKE,Acute Care Hospitals,Voluntary non-profit - Church,FALSE,TRUE,"1000 WATERMAN WAY TAVARES, FL 32778 (28.822351, -81.71021)"
420072,HAMPTON REGIONAL MEDICAL CENTER,595 WEST CAROLINA AVENUE,VARNVILLE,SC,29944,HAMPTON,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,"595 WEST CAROLINA AVENUE VARNVILLE, SC 29944 (32.855258, -81.087692)"
521318,LADD MEMORIAL HOSPITAL,2600 65TH AVENUE,OSCEOLA,WI,54020,POLK,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"2600 65TH AVENUE OSCEOLA, WI 54020 (45.302115, -92.699804)"
190263,HEART HOSPITAL OF LAFAYETTE,1105 KALISTE SALOOM ROAD,LAFAYETTE,LA,70508,LAFAYETTE,Acute Care Hospitals,Proprietary,TRUE,TRUE,"1105 KALISTE SALOOM ROAD LAFAYETTE, LA 70508 (30.174933, -92.028311)"
241357,ESSENTIA HEALTH FOSSTON,900 HILLIGOSS BOULEVARD SE,FOSSTON,MN,56542,POLK,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"900 HILLIGOSS BOULEVARD SE FOSSTON, MN 56542 (47.572149, -95.740607)"
230099,PROMEDICA MONROE REGIONAL HOSPITAL,718 N MACOMB ST,MONROE,MI,48162,MONROE,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"718 N MACOMB ST MONROE, MI 48162 (41.925143, -83.389075)"
220015,"COOLEY DICKINSON HOSPITAL INC,THE",30 LOCUST STREET,NORTHAMPTON,MA,1060,HAMPSHIRE,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,"30 LOCUST STREET NORTHAMPTON, MA 01060 (42.331626, -72.653372)"
50581,LAKEWOOD REGIONAL MEDICAL CENTER,3700 E SOUTH ST,LAKEWOOD,CA,90712,LOS ANGELES,Acute Care Hospitals,Proprietary,TRUE,TRUE,"3700 E SOUTH ST LAKEWOOD, CA 90712 (33.860223, -118.148749)"
390127,PHOENIXVILLE HOSPITAL,140 NUTT ROAD,PHOENIXVILLE,PA,19460,CHESTER,Acute Care Hospitals,Proprietary,TRUE,TRUE,"140 NUTT ROAD PHOENIXVILLE, PA 19460 (40.133387, -75.538053)"
30121,"MOUNTAIN VISTA MEDICAL CENTER, LP",1301 SOUTH CRISMON ROAD,MESA,AZ,85209,MARICOPA,Acute Care Hospitals,Proprietary,TRUE,TRUE,"1301 SOUTH CRISMON ROAD MESA, AZ 85209 (33.3911, -111.615329)"
360133,GRANDVIEW HOSPITAL & MEDICAL CENTER,405 GRAND AVENUE,DAYTON,OH,45405,MONTGOMERY,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"405 GRAND AVENUE DAYTON, OH 45405 (39.768985, -84.202998)"
260180,CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST,11133 DUNN ROAD,SAINT LOUIS,MO,63136,ST. LOUIS,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"11133 DUNN ROAD SAINT LOUIS, MO 63136 (38.775759, -90.239054)"
500150,LEGACY SALMON CREEK MEDICAL CENTER,2211 NE 139TH STREET,VANCOUVER,WA,98686,CLARK,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"2211 NE 139TH STREET VANCOUVER, WA 98686 (45.721823, -122.649899)"
170183,KANSAS SURGERY & RECOVERY CENTER,2770 NORTH WEBB ROAD,WICHITA,KS,67226,SEDGWICK,Acute Care Hospitals,Physician,FALSE,,"2770 NORTH WEBB ROAD WICHITA, KS 67226 (37.732911, -97.226256)"
281362,PHELPS MEMORIAL HEALTH CENTER,1215 TIBBALS ST,HOLDREGE,NE,68949,PHELPS,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1215 TIBBALS ST HOLDREGE, NE 68949 (40.447655, -99.382005)"
391300,GEISINGER JERSEY SHORE HOSPITAL,1020 THOMPSON STREET,JERSEY SHORE,PA,17740,LYCOMING,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1020 THOMPSON STREET JERSEY SHORE, PA 17740 (41.201647, -77.267956)"
