TABLE 16A.—UPDATED PROXY HOSPITAL VALUE-BASED PURCHASING (VBP) PROGRAM ADJUSTMENT FACTORS FOR FY 2020*					
CMS Certification Number (CCN)	Proxy FY 2020 Hospital VBP Adjustment Factor				
050135	1.0010814330				
050136	0.9978872765				
050137	1.0101591470				
050138	1.0043544576				
050139	1.0011997351				
050140	1.0017044907				
050145	1.0023117748				
050149	1.0040389853				
050150	1.0105219401				
050152	1.0049854021				
050153	0.9940779491				
050158	1.0102853359				
050167	0.9954581402				
050168	1.0020278498				
050169	1.0107112234				
050174	1.0034474749				
050179	0.9950953471				
050180	1.0018149060				
050191	0.9958051597				
050192	0.9957105180				
050194	0.9969645202				
050195	1.0007975080				
050197	1.0117286214				
050204	0.9944801762				
050211	1.0029979269				
050222	1.0053403084				
050224	0.9998274308				
050225	1.0108768463				
050226	1.0002059975				
050228	1.0004426017				
050230	1.0005845642				
050231	0.9928476073				
050232	1.0023590956				
050234	1.0071621606				
050235	0.9982185224				
050236	0.9979819182				
050238	1.0027376623				
050239	1.0022407935				
050242	0.9962783680				
050243	0.9933917970				
050245	0.9994488641				
050248	0.9930605511				
050254	1.0091732962				
050257	0.9974140681				
050261	1.0005372434				
050262	1.0016729435				
050272	1.0071148398				
050276	1.0049380813				
050278	0.9976506723				
050279	1.0010104518				
050280	0.9919248510				
050281	1.0027849832				
050283	1.0012233955				
050289	1.0034238145				
050290	1.0084161628				
050291	1.0049617417				
050292	0.9944328554				
050295	0.9962310472				
050296	1.0106639026				
050298	0.9916409260				
050300	0.9958288201				
050301	1.0153959863				
050305	0.9965149722				
050308	0.9988810141				
050309	0.9988100328				
050313	0.9950007054				
050315	0.9943855345				
050320	0.9988336932				
050324	0.9980765598				
050327	0.9954739138				
050329	0.9988336932				
050334	0.9992832412				
050335	1.0032108707				
050336	0.9957341784				
050342	0.9996618079				
050348	0.9934154574				
050350	0.9963256889				
050351	1.0020751706				
050352	1.0164370447				
050353	1.0063577064				
050357	1.0133138695				
050360	0.9998747517				
050367	1.0011524143				
050373	0.9978872765				
050376	0.9940069678				
050378	0.9957578388				
050380	0.9903632634				
050382	0.9939833074				
050390	0.9950716867				
050393	1.0023590956				
050394	0.9952136492				
050396	1.0024537373				
050407	1.0241030204				
050411	1.0157745530				
050414	1.0088893712				
050417	1.0115156776				
050424	1.0062630647				
050425	1.0053639688				
050426	0.9973194264				
050438	1.0033764936				
050441	0.9973194264				
050444	1.0062867251				
050454	1.0053166480				
050455	0.9952846304				
050457	1.0064760085				
050464	0.9928949282				
050468	0.9961364055				
050471	1.0029032852				
050481	0.9979582578				
050485	0.9985261078				
050488	0.9949533846				
050492	0.9924927010				
050496	1.0039916645				
050498	1.0006555455				
050502	0.9991649391				
050503	1.0046068354				
050506	0.9983131640				
050510	1.0141656445				
050512	1.0030925686				
050515	1.0177935754				
050516	1.0055769126				
050517	0.9959471222				
050523	0.9970355014				
050526	0.9969724070				
050528	0.9996854683				
050534	0.9929895698				
050537	1.0080139357				
050541	1.0129353028				
050549	0.9960417638				
050551	0.9955212346				
050557	0.9994961850				
050561	1.0038497020				
050567	1.0027613227				
050568	1.0000167142				
050570	0.9933208157				
050573	0.9982421828				
050580	1.0096228441				
050581	0.9954739138				
050588	1.0013653580				
050589	0.9926346636				
050590	1.0045831750				
050597	0.9954739138				
050599	1.0044648729				
050603	0.9969881806				
050604	1.0058844980				
050608	1.0029506061				
050609	1.0147019473				
050616	1.0051273646				
050624	1.0044175520				
050625	1.0032345311				
050633	0.9953082909				
050636	1.0044175520				
050641	1.0014599997				
050663	0.9961837264				
050674	1.0063103855				
050677	1.0141340973				
050678	1.0043229104				
050684	0.9935810803				
050686	1.0081401246				
050688	1.0001113558				
050689	0.9938413449				
050690	1.0109793748				
050696	0.9987390516				
050701	1.0050800438				
050704	0.9966569347				
050709	1.0153486655				
050710	1.0120519805				
050717	1.0029032852				
050723	1.0116734138				
050724	0.9961600659				
050727	0.9972721056				
050735	0.9964203305				
050736	1.0022881144				
050737	1.0010577726				
050738	0.9988100328				
050739	1.0073041231				
050740	1.0020041893				
050742	0.9988810141				
050744	0.9919248510				
050745	1.0044175520				
050746	0.9963256889				
050747	0.9861832561				
050748	1.0019568685				
050755	1.0025483790				
050757	1.0019332081				
050760	0.9981712015				
050761	0.9995908266				
050763	1.0001902239				
050764	1.0005845642				
050765	1.0153013446				
050767	1.0025878130				
050770	0.9973667473				
050771	0.9985024474				
050772	1.0130614917				
050773	0.9952136492				
050775	1.0061920834				
050776	0.9932498344				
050777	1.0136293417				
050779	0.9995908266				
060001	1.0040389853				
060003	0.9980292390				
060004	1.0071858210				
060006	1.0026193602				
060008	1.0033764936				
060009	1.0051273646				
060010	1.0050090625				
060011	1.0019568685				
060012	0.9979345973				
060013	1.0044175520				
060014	0.9978636161				
060015	0.9926346636				
060016	1.0045595146				
060020	0.9967988972				
060022	0.9975560306				
060023	0.9988100328				
060024	1.0045121937				
060027	0.9971774639				
060028	1.0041809479				
060030	1.0025010581				
060031	0.9996618079				
060032	1.0080612565				
060034	0.9954739138				
060044	1.0064523480				
060049	1.0157272322				
060054	1.0018622268				
060064	1.0032108707				
060065	0.9996854683				
060071	1.0097174858				
060075	1.0047961187				
060076	1.0068309147				
060096	1.0155852696				
060100	0.9981238807				
060103	1.0058135167				
060104	1.0007975080				
060112	1.0015309810				
060113	0.9974377285				
060114	1.0000167142				
060116	1.0029269457				
060118	1.0294029541				
060119	0.9996618079				
060125	1.0078956336				
070002	1.0043465708				
070003	1.0012707164				
070004	1.0188267470				
070005	0.9912386989				
070006	0.9957105180				
070007	1.0011050934				
070008	1.0037550603				
070010	0.9979819182				
070011	0.9975323702				
070012	1.0029032852				
070016	1.0029269457				
070017	0.9966096139				
070018	1.0052220063				
070019	1.0034947957				
070020	0.9998747517				
070021	1.0061211022				
070022	1.0004662621				
070024	0.9994252037				
070025	0.9937467032				
070027	1.0018385664				
070028	0.9948587429				
070029	1.0054822709				
070031	1.0054112896				
070033	0.9994961850				
070034	1.0014126789				
070035	0.9970828223				
070036	0.9975087098				
080001	0.9965149722				
080003	1.0016492831				
080004	1.0033055124				
080006	1.0069018960				
080007	1.0025010581				
080009	1.0037313999				
090001	0.9942199116				
090003	0.9968935389				
090004	0.9954975742				
090005	1.0012707164				
090006	0.9960417638				
090008	0.9996854683				
090011	0.9975560306				
100001	1.0022644539				
100002	0.9969408598				
100006	0.9962547076				
100007	1.0074460856				
100008	0.9938650053				
100012	0.9952373096				
100014	0.9937703637				
100017	0.9929422490				
100018	0.9947641012				
100019	0.9988100328				
100022	0.9958524805				
100023	0.9976506723				
100025	0.9960890847				
100026	0.9954029325				
100028	0.9938650053				
100030	0.9925636823				
100032	0.9935100990				
100034	0.9964203305				
100035	0.9959944430				
100038	1.0004189413				
100039	0.9986207495				
100040	1.0004662621				
100043	1.0099540900				
100044	0.9972484452				
100045	1.0098121275				
100046	1.0028086436				
100047	0.9913570010				
100049	0.9952136492				
100050	0.9920194927				
100051	0.9996618079				
100052	0.9948114221				
100053	0.9961837264				
100054	1.0056242334				
100055	1.0112080922				
100057	1.0050090625				
100062	0.9968225577				
100063	0.9983131640				
100067	0.9967515764				
100068	1.0041572874				
100069	1.0094808816				
100070	0.9971064827				
100071	0.9925400219				
100072	1.0025720394				
100073	0.9955212346				
100075	0.9986444099				
100077	1.0025483790				
100080	0.9963020284				
100084	0.9910494155				
100086	0.9988100328				
100087	1.0021698123				
100088	1.0042519291				
100090	1.0025720394				
100092	0.9962073868				
100093	1.0023354352				
100099	0.9924927010				
100102	0.9986444099				
100105	0.9996618079				
100106	1.0012628296				
100107	0.9992122599				
100109	1.0008921497				
100110	1.0012707164				
100113	1.0010577726				
100117	1.0015309810				
100118	0.9935574199				
100121	0.9968225577				
100122	0.9961127451				
100124	0.9968935389				
100125	1.0022407935				
100126	0.9947641012				
100127	0.9984551265				
100128	1.0037787207				
100130	0.9947167804				
100131	0.9905052259				
100132	0.9965859535				
100135	0.9927056448				
100137	1.0014126789				
100140	1.0100960525				
100142	1.0003716205				
100150	0.9973194264				
100151	1.0079666148				
100154	1.0037550603				
100156	1.0068782356				
100157	0.9890382799				
100161	0.9966332743				
100166	0.9967515764				
100167	0.9984787870				
100168	0.9937703637				
100173	1.0000167142				
100175	1.0046541562				
100176	1.0062630647				
100177	0.9956158763				
100179	0.9927766261				
100180	0.9966096139				
100181	0.9977453140				
100183	0.9970355014				
100187	0.9980055786				
100189	0.9989756558				
100191	0.9952609700				
100200	0.9968225577				
100204	0.9977453140				
100206	1.0076590294				
100209	0.9959471222				
100211	1.0103326567				
100212	0.9876659756				
100213	0.9935574199				
100217	0.9940542887				
100220	1.0007028663				
100223	0.9925636823				
100224	0.9974613890				
100226	0.9965859535				
100228	0.9995908266				
100230	1.0030925686				
100231	0.9943145533				
100232	1.0035657770				
100236	0.9936284011				
100238	0.9983841453				
100242	0.9946931200				
100243	1.0029742665				
100244	0.9944565158				
100246	0.9939123262				
100248	0.9904342446				
100249	0.9984551265				
100252	1.0006555455				
100253	1.0065233293				
100254	0.9975087098				
100255	0.9972721056				
100256	0.9973194264				
100258	0.9984551265				
100259	0.9957578388				
100260	0.9952373096				
100264	0.9957341784				
100265	1.0009158101				
100266	1.0089603524				
100267	1.0001586767				
100268	0.9972957660				
100269	0.9955212346				
100275	0.9933917970				
100276	0.9999693933				
100281	1.0069492168				
100284	0.9990702974				
100285	1.0107112234				
100286	1.0047014771				
100287	0.9972247848				
100288	0.9921141343				
100289	0.9951899888				
100290	0.9887306945				
100291	0.9949770450				
100292	1.0047724583				
100296	1.0015783018				
100299	1.0031398894				
100302	0.9935810803				
100307	0.9997327892				
100313	1.0112317526				
100314	1.0069255564				
100315	1.0062394043				
100316	1.0028323040				
100319	1.0120835277				
100320	0.9896534508				
100321	1.0135977945				
100329	0.9957105180				
110001	1.0004426017				
110002	0.9996854683				
110003	0.9993069016				
110005	0.9993778829				
110006	0.9979582578				
110007	0.9947167804				
110008	1.0066179710				
110010	1.0041336270				
110011	1.0027849832				
110015	1.0044648729				
110016	0.9976506723				
110018	1.0000876954				
110023	1.0168392718				
110024	1.0007028663				
110025	0.9906708488				
110027	1.0021461519				
110028	0.9941016095				
110029	1.0070201981				
110030	1.0104982796				
110031	0.9913096801				
110032	1.0076353690				
110034	0.9965859535				
110035	1.0016256226				
110036	0.9898427342				
110038	0.9918775302				
110040	1.0002533184				
110041	0.9980292390				
110042	1.0071148398				
110043	0.9957578388				
110044	1.0073987648				
110045	1.0121781694				
110046	0.9927056448				
110051	1.0048434396				
110054	0.9967515764				
110064	0.9941016095				
110069	0.9980528994				
110073	0.9912150384				
110074	1.0050327229				
110075	0.9982421828				
110076	0.9895351487				
110078	1.0003006392				
110079	0.9959471222				
110082	1.0081085774				
110083	1.0092206170				
110086	1.0172888198				
110087	0.9983131640				
110089	1.0004189413				
110091	0.9970828223				
110092	1.0011524143				
110095	1.0014836601				
110104	0.9973194264				
110105	1.0066889522				
110107	0.9932971553				
110109	1.0064996689				
110115	0.9940542887				
110121	0.9933444761				
110122	0.9999220725				
110124	1.0072568023				
110125	1.0054112896				
110128	1.0010104518				
110129	0.9942672324				
110135	0.9961837264				
110142	1.0180459532				
110143	0.9904342446				
110146	1.0053166480				
110150	1.0096701650				
110153	1.0120835277				
110161	1.0055295917				
110164	0.9975087098				
110165	0.9985261078				
110168	1.0010104518				
110177	0.9953319513				
110184	1.0073514440				
110189	1.0058371772				
110191	0.9936993824				
110192	0.9973904077				
110194	1.0103799775				
110198	1.0015073205				
110200	1.0080139357				
110201	1.0015783018				
110215	1.0030215873				
110225	1.0160584780				
110226	0.9922087760				
110229	1.0043465708				
110230	1.0049380813				
110233	1.0068782356				
120001	1.0048197792				
120002	1.0036130978				
120004	1.0138186251				
120005	1.0077536711				
120006	1.0136451153				
120007	0.9976033515				
120011	1.0065943106				
120014	1.0106639026				
120019	0.9947641012				
120022	1.0025720394				
120026	1.0151120613				
120028	0.9952373096				
130002	1.0091969566				
130003	0.9932025136				
130006	1.0047961187				
130007	1.0000876954				
130013	1.0083215211				
130014	1.0096228441				
130018	0.9915936051				
130025	1.0012470559				
130028	0.9967042556				
130049	1.0011997351				
130065	1.0078246523				
140001	0.9967042556				
140002	1.0065233293				
140007	0.9917119072				
140008	1.0030689082				
140010	1.0027140019				
140011	0.9928476073				
140012	1.0038497020				
140013	1.0025010581				
140015	1.0042755895				
140018	0.9968462181				
140029	1.0026903415				
140030	1.0077300107				
140032	0.9985970891				
140034	1.0125567361				
140040	0.9984078057				
140043	1.0065469897				
140046	0.9947877617				
140048	1.0072804627				
140049	1.0011760747				
140052	1.0041336270				
140053	1.0018149060				
140054	0.9945274970				
140058	1.0075407273				
140059	1.0009158101				
140062	1.0027849832				
140063	1.0074697460				
140064	1.0049144208				
140065	1.0095755233				
140067	0.9928002865				
140068	0.9917828885				
140077	1.0216423368				
140080	0.9976743327				
140082	0.9951899888				
140083	0.9960890847				
140084	0.9994015433				
140088	0.9923507385				
140089	1.0060264605				
140091	1.0011997351				
140093	1.0020041893				
140095	1.0018622268				
140100	1.0026509075				
140101	1.0074460856				
140103	0.9976033515				
140110	0.9989283349				
140113	1.0054822709				
140114	0.9984787870				
140115	0.9909784343				
140116	1.0000167142				
140117	0.9981475411				
140118	0.9994488641				
140119	0.9998984121				
140120	1.0038497020				
140122	1.0075170669				
140124	1.0079192940				
140125	1.0034238145				
140127	1.0063813668				
140130	1.0046304958				
140133	1.0019095477				
140135	0.9998510912				
140137	1.0144968904				
140143	1.0007265267				
140145	1.0133611903				
140147	0.9922087760				
140148	0.9951426679				
140150	0.9974140681				
140155	1.0087237482				
140158	0.9939359866				
140160	1.0025720394				
140161	1.0064523480				
140162	1.0045358541				
140164	0.9991885995				
140166	1.0055532521				
140172	0.9939123262				
140174	0.9946931200				
140177	0.9972484452				
140179	1.0020041893				
140180	1.0071858210				
140181	0.9898900550				
140182	1.0035421166				
140184	0.9990939578				
140185	1.0069965377				
140186	1.0048907604				
140187	1.0051510250				
140189	1.0138580591				
140191	1.0010341122				
140200	1.0035184561				
140202	0.9998984121				
140206	0.9990229766				
140208	1.0034711353				
140209	1.0022881144				
140210	0.9957105180				
140211	1.0094572212				
140213	1.0035184561				
140217	0.9987390516				
140223	0.9971301431				
140224	1.0024537373				
140228	0.9965859535				
140231	1.0029979269				
140233	0.9896771112				
140234	1.0069018960				
140239	0.9963730097				
140240	0.9998274308				
140242	1.0055295917				
140250	0.9999930538				
140251	0.9976033515				
140252	0.9983841453				
140258	1.0006318851				
140275	1.0053166480				
140276	0.9978872765				
140280	0.9930605511				
140281	1.0053166480				
140286	0.9949770450				
140288	1.0029979269				
140289	1.0023827560				
140290	1.0016966039				
140291	1.0015546414				
140292	0.9963256889				
140294	1.0042282687				
140304	0.9999457329				
140307	1.0140946633				
150001	1.0090313337				
150002	1.0003952809				
150004	0.9965622931				
150005	1.0097411462				
150006	0.9964439910				
150007	1.0015073205				
150008	1.0069728773				
150009	0.9924690406				
150010	1.0026430206				
150011	1.0059081584				
150012	0.9954502534				
150015	0.9951899888				
150017	0.9944328554				
150018	1.0019332081				
150021	0.9980055786				
150022	1.0055532521				
150023	0.9963256889				
150024	1.0019095477				
150026	1.0029269457				
150030	1.0020041893				
150034	1.0015783018				
150035	0.9984078057				
150037	1.0027376623				
150042	1.0005845642				
150044	0.9998037704				
150045	1.0020041893				
150046	0.9976033515				
150047	1.0003479600				
150048	1.0020041893				
150051	0.9974613890				
150056	0.9975796911				
150057	1.0149227779				
150058	0.9992359204				
150059	0.9996618079				
150061	0.9941252699				
150064	0.9968462181				
150065	1.0074934065				
150069	1.0029979269				
150072	1.0041336270				
150074	0.9957105180				
150075	1.0043702312				
150076	1.0068309147				
150082	0.9933444761				
150084	0.9959707826				
150086	1.0025010581				
150088	1.0000403746				
150089	1.0003952809				
150090	0.9959471222				
150091	1.0067835939				
150097	1.0045595146				
150100	0.9997091287				
150101	1.0162004405				
150104	1.0091023149				
150109	1.0017675852				
150112	1.0004899225				
150113	1.0004426017				
150115	1.0114446964				
150125	1.0003479600				
150126	0.9987863724				
150128	0.9976506723				
150133	1.0034238145				
150146	1.0073514440				
150149	1.0071621606				
150150	1.0020988310				
150153	1.0064996689				
150157	1.0097648067				
150158	1.0077536711				
150161	1.0089603524				
150162	0.9938650053				
150165	0.9914043218				
150166	1.0040389853				
150169	0.9910730759				
150173	1.0002533184				
150175	1.0091496358				
150176	0.9888963174				
150181	0.9943855345				
150183	0.9993699961				
160001	0.9990229766				
160005	1.0082978607				
160008	0.9970985959				
160013	1.0081085774				
160016	1.0007265267				
160024	1.0072094814				
160028	1.0131482465				
160029	1.0181879157				
160030	1.0048434396				
160032	1.0074934065				
160033	0.9957341784				
160040	0.9954581402				
160045	1.0100250713				
160047	1.0071385002				
160057	1.0041809479				
160058	0.9962783680				
160064	0.9986207495				
160069	1.0084634836				
160079	1.0107822047				
160080	1.0034947957				
160082	1.0011287539				
160083	0.9999220725				
160089	1.0003716205				
160104	1.0044885333				
160110	1.0032345311				
160112	1.0072094814				
160117	1.0045595146				
160122	1.0024773977				
160124	1.0148281362				
160146	0.9945511575				
160147	1.0206012784				
160153	0.9939123262				
170006	1.0015783018				
170009	1.0284565374				
170012	0.9964913118				
170013	1.0068072543				
170014	1.0103799775				
170016	0.9998510912				
170017	1.0039916645				
170020	0.9993069016				
170023	1.0023590956				
170040	1.0059081584				
170049	1.0010814330				
170058	1.0003006392				
170068	0.9975087098				
170074	0.9915462843				
170086	0.9926583240				
170103	1.0007265267				
170104	1.0021934727				
170105	1.0047014771				
170109	1.0171626309				
170120	1.0087237482				
170122	0.9929422490				
170123	0.9959234617				
170133	1.0046068354				
170137	1.0073277835				
170142	1.0007265267				
170145	1.0153486655				
170146	1.0076590294				
170150	1.0029032852				
170175	1.0004899225				
170176	0.9965622931				
170182	0.9961127451				
170185	1.0057661959				
170186	1.0000167142				
170191	1.0025720394				
170197	1.0070438585				
170200	1.0094335608				
180001	0.9943855345				
180002	1.0117522818				
180004	1.0058687244				
180005	0.9995908266				
180009	1.0005372434				
180010	0.9949060637				
180011	1.0051273646				
180012	0.9999930538				
180013	0.9970828223				
180016	1.0005687906				
180017	0.9935574199				
180018	1.0093389191				
180019	1.0095755233				
180020	1.0083451815				
180024	0.9983604849				
180025	1.0049144208				
180027	0.9998037704				
180035	1.0014836601				
180036	1.0067599335				
180038	0.9967279160				
180040	0.9960417638				
180043	1.0092442774				
180044	1.0012707164				
180045	1.0008684892				
180048	0.9948114221				
180049	0.9933208157				
180050	1.0127933402				
180051	0.9944091950				
180053	0.9979819182				
180056	0.9902213009				
180064	1.0028559644				
180066	1.0068782356				
180067	0.9967988972				
180069	1.0035184561				
180070	1.0073987648				
180078	1.0084398232				
180079	1.0068782356				
180080	0.9940779491				
180087	1.0064050272				
180088	0.9955685555				
180092	1.0088183899				
180093	1.0023354352				
180101	0.9924927010				
180102	0.9976979931				
180103	0.9991885995				
180104	0.9979109369				
180105	0.9940069678				
180106	0.9879499007				
180115	1.0021461519				
180116	1.0037077395				
180124	0.9998037704				
180127	0.9984551265				
180128	1.0120835277				
180130	0.9948114221				
180132	0.9955448951				
180138	1.0121308485				
180139	0.9977926348				
180141	0.9903159425				
180143	1.0035894374				
190002	0.9993305620				
190004	1.0050327229				
190005	0.9907891509				
190006	1.0054586105				
190007	1.0107348838				
190008	0.9993542225				
190011	1.0002296579				
190013	1.0065469897				
190014	0.9951899888				
190015	1.0004899225				
190017	0.9984314661				
190019	0.9946694596				
190020	0.9954029325				
190026	0.9995908266				
190034	0.9978399557				
190036	1.0000403746				
190039	1.0013890185				
190040	1.0040863062				
190041	0.9999693933				
190044	1.0012707164				
190045	1.0055059313				
190046	1.0015073205				
190050	1.0075880481				
190053	1.0072568023				
190054	1.0066889522				
190060	1.0007028663				
190064	0.9929185886				
190065	0.9985024474				
190079	1.0032818519				
190081	1.0015783018				
190086	0.9938886657				
190088	1.0089603524				
190098	0.9955212346				
190099	0.9887070341				
190102	1.0034947957				
190111	0.9989519953				
190114	0.9847320837				
190116	0.9976033515				
190125	1.0039443437				
190128	1.0119888860				
190144	1.0068072543				
190146	1.0038733624				
190151	1.0017675852				
190160	1.0055769126				
190164	1.0071148398				
190167	1.0110188088				
190176	0.9995671662				
190183	1.0150174196				
190184	1.0282672540				
190190	1.0155852696				
190201	1.0031872103				
190202	0.9986680703				
190204	1.0032818519				
190205	1.0066889522				
190242	0.9998116572				
190263	0.9988021460				
190274	1.0032818519				
190297	1.0201280700				
190308	0.9888963174				
190312	1.0045121937				
200001	0.9981002203				
200008	1.0157035717				
200009	0.9963493493				
200018	1.0071858210				
200019	1.0032581915				
200020	1.0053403084				
200021	1.0026430206				
200024	0.9990229766				
200031	1.0045358541				
200033	0.9950007054				
200034	0.9968225577				
200037	1.0090313337				
200039	1.0038260416				
200041	1.0138580591				
200050	1.0067599335				
200052	1.0255541927				
200063	1.0017202643				
220001	0.9977453140				
220002	1.0036604186				
220008	0.9999457329				
220010	0.9988100328				
220011	1.0070201981				
220012	0.9972011244				
220015	0.9963256889				
220016	1.0078483127				
220017	0.9962310472				
220019	0.9939123262				
220020	1.0076117086				
220024	0.9971064827				
220029	0.9976743327				
220030	1.0000009406				
220031	1.0007265267				
220033	0.9999220725				
220035	1.0052929875				
220036	0.9986680703				
220046	0.9994015433				
220049	0.9968935389				
220052	1.0056005730				
220060	1.0015783018				
220063	0.9968462181				
220065	1.0081085774				
220066	1.0012470559				
220070	0.9978872765				
220071	1.0044412125				
220073	0.9927056448				
220074	0.9969171993				
220077	0.9975560306				
220080	0.9987390516				
220083	1.0020751706				
220084	1.0084634836				
220086	0.9985497682				
220090	1.0006555455				
220095	1.0045595146				
220098	0.9982342960				
220100	0.9994015433				
220101	1.0141183237				
220105	1.0105692609				
220108	1.0061920834				
220110	1.0018385664				
220111	0.9988336932				
220116	1.0010341122				
220119	1.0037787207				
220126	0.9965622931				
220135	1.0047014771				
220163	1.0023354352				
220171	0.9998747517				
220175	1.0036367582				
220176	0.9930842115				
230002	0.9974140681				
230003	1.0151593821				
230005	1.0071621606				
230015	1.0115472249				
230017	0.9984314661				
230019	1.0086054461				
230020	1.0041336270				
230021	1.0034711353				
230022	1.0037313999				
230024	1.0015783018				
230029	1.0026430206				
230030	0.9942672324				
