HUC_12,AvgWindEnergy,kWhkm2day
010200010703,2.047107,2047107.0
010200010704,1.80088275,1800882.75
010200010801,1.951825625,1951825.625
010200010802,3.05319525,3053195.25
010200010803,2.370004,2370004.0
010200010804,2.12129525,2121295.25
010200010805,1.600978875,1600978.875
010200010901,4.9265665,4926566.5
010200010902,4.528295,4528295.0
010200010903,1.973152625,1973152.625
010200010904,1.740696625,1740696.625
010200010905,2.1575415,2157541.5
010200010906,1.257700125,1257700.125
010200010907,1.423500125,1423500.125
010200011001,2.39269625,2392696.25
010200011002,2.6244295,2624429.5
010200011003,1.484614875,1484614.875
010200011004,2.057944375,2057944.375
010200011005,1.287737375,1287737.375
010200011006,1.2,1200000.0
010200011007,1.30704925,1307049.25
010200020101,2.459909,2459909.0
010200020102,2.227979,2227979.0
010200020103,1.348011125,1348011.125
010200020104,1.533730375,1533730.375
010200020105,1.6625295,1662529.5
010200020106,1.63643425,1636434.25
010200020107,1.483885,1483885.0
010200020108,1.208348625,1208348.625
010200020201,1.271755625,1271755.625
010200020202,1.2000505,1200050.5
010200020203,3.94869,3948690.0
010200020204,2.52629325,2526293.25
010200020205,1.72440775,1724407.75
010200020301,1.5487005,1548700.5
010200020302,2.4489865,2448986.5
010200020303,2.405631,2405631.0
010200020304,1.590636625,1590636.625
010200020401,1.470954625,1470954.625
010200020402,1.79574975,1795749.75
010200020403,1.5443725,1544372.5
010200020404,1.66181075,1661810.75
010200020405,1.30423875,1304238.75
010200020406,1.3849105,1384910.5
010200020407,2.25401625,2254016.25
010200020408,1.49283975,1492839.75
010200020501,1.978731125,1978731.125
010200020502,3.92109975,3921099.75
010200020503,1.343130375,1343130.375
010200020504,1.264368125,1264368.125
010200020505,1.2,1200000.0
010200020506,1.2,1200000.0
010200020507,1.242467875,1242467.875
010200030101,2.12958125,2129581.25
010200030102,1.9748265,1974826.5
010200030103,1.840357875,1840357.875
010200030104,1.4397835,1439783.5
010200030105,1.5905375,1590537.5
010200030106,1.36096975,1360969.75
010200030107,1.37424425,1374244.25
010200030108,1.239789,1239789.0
010200030109,1.468347,1468347.0
010200030110,1.49535825,1495358.25
010200030111,1.530294875,1530294.875
010200030112,1.2,1200000.0
010200030113,1.2015785,1201578.5
010200030201,1.631853875,1631853.875
010200030202,1.768939875,1768939.875
010200030203,2.12085675,2120856.75
010200030204,1.254910625,1254910.625
010200030205,1.346978,1346978.0
010200030301,1.210572125,1210572.125
010200030302,1.2,1200000.0
010200030303,1.267841875,1267841.875
010200030401,1.637827875,1637827.875
010200030402,1.436418875,1436418.875
010200030403,1.5045285,1504528.5
010200030404,1.426947375,1426947.375
010200030501,1.30016025,1300160.25
010200030502,1.202852,1202852.0
010200030503,1.381672625,1381672.625
010200030504,1.2,1200000.0
010200030505,1.270812875,1270812.875
010200030506,1.2,1200000.0
010200030507,1.20073725,1200737.25
010200030508,1.36428425,1364284.25
010200030509,1.335477,1335477.0
010200030510,1.2,1200000.0
010200030511,1.240942875,1240942.875
010200030601,1.240367,1240367.0
010200030602,1.435401,1435401.0
010200030603,1.28584775,1285847.75
010200030604,1.221550625,1221550.625
010200030605,1.463365625,1463365.625
010200030606,1.211342625,1211342.625
010200030607,1.20224425,1202244.25
010200030701,1.40077975,1400779.75
010200030702,1.24938925,1249389.25
010200030703,1.2219675,1221967.5
010200030704,1.2,1200000.0
010200040101,1.78146125,1781461.25
010200040102,2.55389125,2553891.25
010200040103,2.072048,2072048.0
010200040104,1.842203,1842203.0
010200040105,1.967930875,1967930.875
010200040106,1.2123085,1212308.5
010200040107,2.077599625,2077599.625
010200040108,1.9616255,1961625.5
010200040109,1.25727875,1257278.75
010200040110,1.51037475,1510374.75
010200040111,1.417257125,1417257.125
010200040201,1.201074,1201074.0
010200040202,1.287291125,1287291.125
010200040203,1.218757125,1218757.125
010200040204,1.216672375,1216672.375
010200040205,1.205382375,1205382.375
010200040301,3.235549,3235549.0
010200040302,2.14920925,2149209.25
010200040303,2.054406875,2054406.875
010200040304,1.661291375,1661291.375
010200040305,1.275525,1275525.0
010200040306,1.41571325,1415713.25
010200040307,2.54932725,2549327.25
010200040308,1.327933,1327933.0
010200040309,1.421735,1421735.0
010200040310,1.20015025,1200150.25
010200040311,1.25772475,1257724.75
010200040312,1.2,1200000.0
010200040401,3.52534375,3525343.75
010200040402,2.9954715,2995471.5
010200040403,2.96192275,2961922.75
010200040404,1.8130545,1813054.5
010200040405,1.232026,1232026.0
010200040406,3.8708325,3870832.5
010200040407,2.80225475,2802254.75
010200040408,1.61516475,1615164.75
010200040409,1.5264655,1526465.5
010200040410,1.2,1200000.0
010200040501,1.346765125,1346765.125
010200040502,1.385749625,1385749.625
010200040503,1.25316375,1253163.75
010200040504,1.2,1200000.0
010200040601,1.2,1200000.0
010200040602,1.509075125,1509075.125
010200040603,1.203530875,1203530.875
010200040604,1.2,1200000.0
010200050101,1.26272725,1262727.25
010200050102,1.21305275,1213052.75
010200050103,1.202653,1202653.0
010200050104,1.203427625,1203427.625
010200050201,1.229533625,1229533.625
010200050202,1.400185625,1400185.625
010200050203,1.2,1200000.0
010200050204,1.204978875,1204978.875
010200050205,1.3492925,1349292.5
010200050206,1.33872375,1338723.75
010200050207,1.20602375,1206023.75
010200050208,1.2330565,1233056.5
010200050301,1.305147,1305147.0
010200050302,1.238591375,1238591.375
010200050303,1.25861025,1258610.25
010200050304,1.5206235,1520623.5
010200050305,1.705637625,1705637.625
010200050306,1.31612275,1316122.75
010200050307,1.417362125,1417362.125
010200050308,1.42791575,1427915.75
010200050309,1.43058275,1430582.75
010200050310,1.492877625,1492877.625
010200050311,1.256444125,1256444.125
010200050401,1.2,1200000.0
010200050402,1.231930375,1231930.375
010200050403,1.2,1200000.0
010200050404,1.2,1200000.0
010200050405,1.2580155,1258015.5
010200050406,1.21464675,1214646.75
010200050407,1.2,1200000.0
010200050408,1.201903125,1201903.125
010200050501,1.200554,1200554.0
010200050502,1.2,1200000.0
010200050503,1.217662875,1217662.875
010200050504,1.209977125,1209977.125
010200050505,1.2159335,1215933.5
010200050506,1.2,1200000.0
010200050507,1.5272665,1527266.5
010200050508,1.2,1200000.0
010200050509,1.208901625,1208901.625
010200050510,1.2,1200000.0
010200050601,1.390684375,1390684.375
010200050602,1.550305875,1550305.875
010200050603,1.205074125,1205074.125
010200050701,1.207932375,1207932.375
010200050702,1.220960625,1220960.625
010200050703,1.23198475,1231984.75
010200050704,1.201456625,1201456.625
010200050705,1.2,1200000.0
010200050706,1.20507225,1205072.25
010200050707,1.340630125,1340630.125
010200050801,1.227886875,1227886.875
010200050802,1.22364625,1223646.25
010200050803,1.275079625,1275079.625
010200050804,1.278617875,1278617.875
010200050805,1.223108125,1223108.125
010200050901,1.585552,1585552.0
010200050902,1.456122375,1456122.375
010200050903,1.284465125,1284465.125
010200050904,1.2952005,1295200.5
010200050905,1.287521125,1287521.125
010200050906,1.4020775,1402077.5
010200051001,1.334972875,1334972.875
010200051002,1.5440905,1544090.5
010200051003,1.3986395,1398639.5
010200051004,1.858837125,1858837.125
010200051005,1.61845875,1618458.75
010200051006,1.57663225,1576632.25
010200051007,1.427864625,1427864.625
010200051008,1.430853,1430853.0
010200051009,2.267434,2267434.0
010300010101,3.40175725,3401757.25
010300010102,4.073628,4073628.0
010300010201,2.843641,2843641.0
010300010202,2.3712925,2371292.5
010300010203,1.578255875,1578255.875
010300010204,1.80369,1803690.0
010300010205,3.174509,3174509.0
010300010206,2.11974225,2119742.25
010300010301,2.052612875,2052612.875
010300010302,2.25005425,2250054.25
010300010303,2.027046375,2027046.375
010300010304,2.36159225,2361592.25
010300010305,2.12225875,2122258.75
010300010306,1.95783225,1957832.25
010300010307,4.3104325,4310432.5
010300010308,2.967016,2967016.0
010300010309,1.918559,1918559.0
010300010310,2.72952125,2729521.25
010300010401,1.946420375,1946420.375
010300010402,2.035540625,2035540.625
010300010403,2.80641125,2806411.25
010300010404,2.45032375,2450323.75
010300010501,1.793508375,1793508.375
010300010502,2.214354,2214354.0
010300010503,1.836454625,1836454.625
010300010504,1.96373975,1963739.75
010300010505,3.18153275,3181532.75
010300010506,3.52682325,3526823.25
010300010507,1.818455625,1818455.625
010300010508,3.86222575,3862225.75
010300010509,3.793864,3793864.0
010300010510,2.91576375,2915763.75
010300010601,1.58467175,1584671.75
010300010602,2.08119475,2081194.75
010300010603,1.557894875,1557894.875
010300010604,1.786725125,1786725.125
010300010605,1.86117825,1861178.25
010300010606,2.51502875,2515028.75
010300010607,1.77348625,1773486.25
010300010608,1.39932025,1399320.25
010300010609,2.465418,2465418.0
010300010610,1.272209625,1272209.625
010300020101,2.19373375,2193733.75
010300020102,3.32890875,3328908.75
010300020103,2.4676235,2467623.5
010300020104,2.20075725,2200757.25
010300020105,2.28149575,2281495.75
010300020106,1.649136875,1649136.875
010300020201,3.7135745,3713574.5
010300020202,2.4766715,2476671.5
010300020203,3.53200025,3532000.25
010300020204,1.765040375,1765040.375
010300020301,3.3981145,3398114.5
010300020302,1.643969375,1643969.375
010300020303,2.30989175,2309891.75
010300020304,3.59820175,3598201.75
010300020401,2.76732025,2767320.25
010300020402,3.1308495,3130849.5
010300020403,3.11030525,3110305.25
010300020404,1.847380125,1847380.125
010300020405,1.622468,1622468.0
010300020406,1.4612475,1461247.5
010300020501,1.919314375,1919314.375
010300020502,1.63957875,1639578.75
010300020503,1.70970925,1709709.25
010300020504,2.57618175,2576181.75
010300020505,1.983536875,1983536.875
010300020506,1.4151375,1415137.5
010300030101,1.612608125,1612608.125
010300030102,1.897898,1897898.0
010300030103,2.67527675,2675276.75
010300030104,1.646119375,1646119.375
010300030105,1.699735125,1699735.125
010300030106,1.855152625,1855152.625
010300030201,2.33013625,2330136.25
010300030202,2.125802,2125802.0
010300030203,2.00128225,2001282.25
010300030301,1.374532125,1374532.125
010300030302,1.698135875,1698135.875
010300030303,1.298849,1298849.0
010300030304,1.210043625,1210043.625
010300030401,4.984027,4984027.0
010300030402,2.63247775,2632477.75
010300030501,4.745206,4745206.0
010300030502,1.817215,1817215.0
010300030503,2.197637,2197637.0
010300030601,1.365307125,1365307.125
010300030602,1.271546875,1271546.875
010300030701,2.2486185,2248618.5
010300030702,2.11010275,2110102.75
010300030703,1.372301125,1372301.125
010300030801,1.251705875,1251705.875
010300030802,1.32549675,1325496.75
010300030803,1.200266375,1200266.375
010300030804,1.202708375,1202708.375
010300030901,2.3504295,2350429.5
010300030902,3.19719875,3197198.75
010300030903,3.41208025,3412080.25
010300030904,1.425388875,1425388.875
010300030905,1.611881,1611881.0
010300031001,1.240007125,1240007.125
010300031002,1.414964625,1414964.625
010300031003,1.591026,1591026.0
010300031004,1.31535825,1315358.25
010300031101,1.839544875,1839544.875
010300031102,1.218383375,1218383.375
010300031103,1.27012175,1270121.75
010300031201,1.304197625,1304197.625
010300031202,1.31394575,1313945.75
010300031203,1.286313375,1286313.375
010300031204,1.346507375,1346507.375
010300031205,1.231260875,1231260.875
010300031206,1.256708875,1256708.875
010300031301,1.20183225,1201832.25
010300031302,1.22387325,1223873.25
010300031401,1.299971125,1299971.125
010300031402,1.39948475,1399484.75
010300031403,1.257724625,1257724.625
010300031404,1.21532925,1215329.25
010300031405,1.241707625,1241707.625
010300031501,1.227915875,1227915.875
010300031502,1.20807125,1208071.25
010300031503,1.236783375,1236783.375
010300031504,1.394156875,1394156.875
010300031505,1.234998875,1234998.875
010300031506,1.21825825,1218258.25
010300031507,1.387571125,1387571.125
010300031601,1.217108625,1217108.625
010300031602,1.302970125,1302970.125
010300031603,1.209347625,1209347.625
010300031604,1.2417475,1241747.5
010300031605,1.218781875,1218781.875
010300031606,1.28059675,1280596.75
010300031701,1.211470875,1211470.875
010300031702,1.20485875,1204858.75
010300031801,1.212049,1212049.0
010300031802,1.211342125,1211342.125
010300031803,1.267783875,1267783.875
010300031804,1.214376,1214376.0
010300031805,1.232319875,1232319.875
010300031806,1.53402125,1534021.25
010300031901,1.546911875,1546911.875
010300031902,1.2304085,1230408.5
010300031903,1.205766125,1205766.125
010300031904,1.20031725,1200317.25
010300032001,1.276730875,1276730.875
010300032002,1.395840875,1395840.875
010300032003,1.719043375,1719043.375
010300032004,1.494657625,1494657.625
010300032005,1.23773725,1237737.25
010300032101,1.42699475,1426994.75
010300032102,1.236613125,1236613.125
010300032103,1.209751125,1209751.125
010300032104,1.491607125,1491607.125
010300032105,1.201335375,1201335.375
010300032106,1.235399875,1235399.875
010300032201,1.484393875,1484393.875
010300032202,1.55447375,1554473.75
010300032203,1.3494155,1349415.5
010300032204,1.325662,1325662.0
010300032205,1.204872625,1204872.625
010300032301,1.23146675,1231466.75
010300032302,1.248009125,1248009.125
010300032303,1.28925675,1289256.75
010300032304,1.4063025,1406302.5
010300032305,1.69727025,1697270.25
010300032306,1.286283375,1286283.375
010300032307,1.245007375,1245007.375
010300032308,1.210725,1210725.0
010300032309,1.22428575,1224285.75
010300032401,1.2,1200000.0
010300032402,1.28226775,1282267.75
010300032403,1.2,1200000.0
010300032404,1.207928,1207928.0
010300032405,1.281276875,1281276.875
010300032406,1.20180825,1201808.25
010300032407,1.220855125,1220855.125
010300032408,1.232072875,1232072.875
010300032409,1.362874375,1362874.375
010400010101,2.34429825,2344298.25
010400010102,2.96205575,2962055.75
010400010103,2.105637,2105637.0
010400010104,1.885353375,1885353.375
010400010105,4.663203,4663203.0
010400010106,3.8728865,3872886.5
010400010107,2.076701,2076701.0
010400010108,1.68660625,1686606.25
010400010109,2.3353515,2335351.5
010400010110,2.66503025,2665030.25
010400010201,3.17662175,3176621.75
010400010202,2.758562,2758562.0
010400010203,1.32870625,1328706.25
010400010301,2.943291,2943291.0
010400010302,2.599798,2599798.0
010400010303,2.050862125,2050862.125
010400010304,2.034007875,2034007.875
010400010305,1.696627875,1696627.875
010400010306,1.632227625,1632227.625
010400010401,2.6523325,2652332.5
010400010402,2.9102805,2910280.5
010400010403,3.29784475,3297844.75
010400010404,2.11879725,2118797.25
010400010405,2.11296375,2112963.75
010400010406,1.34190775,1341907.75
010400010501,2.069928125,2069928.125
010400010502,2.1906145,2190614.5
010400010601,1.448850375,1448850.375
010400010602,1.320150875,1320150.875
010400010603,1.371653125,1371653.125
010400010604,2.2353965,2235396.5
010400010605,3.21157025,3211570.25
010400010606,2.32267725,2322677.25
010400010607,2.140115,2140115.0
010400020101,4.18725375,4187253.75
010400020102,4.6779955,4677995.5
010400020103,3.47891625,3478916.25
010400020201,3.2032215,3203221.5
010400020202,1.7695685,1769568.5
010400020203,2.12424975,2124249.75
010400020204,1.309422875,1309422.875
010400020205,3.25252325,3252523.25
010400020206,2.9734435,2973443.5
010400020207,1.45947225,1459472.25
010400020301,2.3055785,2305578.5
010400020302,3.6548475,3654847.5
010400020303,3.235393,3235393.0
010400020304,1.607696375,1607696.375
010400020305,1.72399625,1723996.25
010400020401,1.83495275,1834952.75
010400020402,3.768405,3768405.0
010400020403,3.33922925,3339229.25
010400020404,2.3348305,2334830.5
010400020405,1.71878325,1718783.25
010400020406,1.6500225,1650022.5
010400020501,1.86802,1868020.0
010400020502,1.48860475,1488604.75
010400020503,1.6565425,1656542.5
010400020504,1.3419485,1341948.5
010400020505,1.568838875,1568838.875
010400020601,1.518225375,1518225.375
010400020602,1.243348125,1243348.125
010400020603,1.39577675,1395776.75
010400020604,1.215311625,1215311.625
010400020605,1.428780125,1428780.125
010400020606,1.2121415,1212141.5
010400020701,1.51930575,1519305.75
010400020702,1.31266125,1312661.25
010400020703,1.2545915,1254591.5
010400020704,1.271007,1271007.0
010400020801,1.227536875,1227536.875
010400020802,1.401889,1401889.0
010400020803,1.249536125,1249536.125
010400020901,1.40747575,1407475.75
010400020902,1.533044375,1533044.375
010400020903,1.217138625,1217138.625
010400020904,1.35299575,1352995.75
010400020905,1.21188775,1211887.75
010400020906,1.204168375,1204168.375
010400020907,1.206623125,1206623.125
010400020908,1.2,1200000.0
010400020909,1.322386375,1322386.375
010400020910,1.24930775,1249307.75
010400021001,1.414602875,1414602.875
010400021002,1.2757095,1275709.5
010400021003,1.213982,1213982.0
010400021004,1.2212445,1221244.5
010400021005,1.216657125,1216657.125
010400021006,1.222915,1222915.0
010400021007,1.54244825,1542448.25
010500010101,1.252773375,1252773.375
010500010102,2.28687625,2286876.25
010500010207,1.948182375,1948182.375
010500010301,1.943587625,1943587.625
010500010302,1.6860725,1686072.5
010500010303,1.79539325,1795393.25
010500010304,1.341723125,1341723.125
010500010305,1.84384775,1843847.75
010500010306,2.175446,2175446.0
010500010307,2.73498125,2734981.25
010500010401,1.633685125,1633685.125
010500010402,1.40162425,1401624.25
010500010403,1.719738125,1719738.125
010500010404,1.211195875,1211195.875
010500010501,1.5059565,1505956.5
010500010502,1.34020775,1340207.75
010500010503,1.212926375,1212926.375
010500010504,1.368524625,1368524.625
010500010505,1.235490375,1235490.375
010500010506,1.2,1200000.0
010500010601,1.24625475,1246254.75
010500010602,1.330905875,1330905.875
010500010603,1.507629,1507629.0
010500010604,2.021756625,2021756.625
010500010605,1.20386225,1203862.25
010500010606,1.630793125,1630793.125
010500010701,1.430610375,1430610.375
010500010702,1.287618875,1287618.875
010500010705,1.27189675,1271896.75
010500010706,1.2,1200000.0
010500010707,1.328822875,1328822.875
010500010708,1.264957125,1264957.125
010500010801,1.306548375,1306548.375
010500010802,1.767533875,1767533.875
010500010804,1.313256125,1313256.125
010500010806,1.39588975,1395889.75
010500010809,1.513445375,1513445.375
010500010810,1.92211475,1922114.75
010500020101,1.533697625,1533697.625
010500020102,1.3626575,1362657.5
010500020103,1.233657375,1233657.375
010500020104,1.266429875,1266429.875
010500020201,1.327088125,1327088.125
010500020202,1.3296695,1329669.5
010500020203,1.289444625,1289444.625
010500020204,1.722121625,1722121.625
010500020205,1.52543175,1525431.75
010500020301,1.525207375,1525207.375
010500020302,1.52733825,1527338.25
010500020401,1.46992125,1469921.25
010500020402,1.4005735,1400573.5
010500020403,1.304119625,1304119.625
010500020501,1.30338775,1303387.75
010500020502,1.23014275,1230142.75
010500020503,1.27241825,1272418.25
010500020601,1.470893625,1470893.625
010500020602,1.3371615,1337161.5
010500020603,1.321952625,1321952.625
010500020604,1.44245725,1442457.25
010500020701,2.847486,2847486.0
010500020702,4.3198325,4319832.5
010500020703,6.1104825,6110482.5
010500020801,1.414498875,1414498.875
010500020802,2.04580975,2045809.75
010500020803,2.4864685,2486468.5
010500020804,4.14724075,4147240.75
010500020805,6.2960515,6296051.5
010500020901,1.492795625,1492795.625
010500020902,1.46319525,1463195.25
010500020903,1.5072705,1507270.5
010500020904,1.7143435,1714343.5
